Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"If 12x + 27 = 39, what is the value of x?",8,7,6,1,D) 1,12x + 27 = 39 → 12x = 12 → x = 12 ÷ 12 = 1.,Math,Algebra
"What is the average of 57, 64, 7, 161, 26?",57,63,61,68,B) 63,Sum = 315. Average = 315 ÷ 5 = 63.,Math,Averages
"If 2x + 53 = 125, what is the value of x?",33,38,44,36,D) 36,2x + 53 = 125 → 2x = 72 → x = 72 ÷ 2 = 36.,Math,Algebra
Is 3881 an even or odd number?,Both,Odd,Even,Neither,B) Odd,"3881 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 304.55 + 95.59?,400.14,402.57,407.66,395.54,A) 400.14,304.55 + 95.59 = 400.14.,Math,Decimals
What is 112 ÷ 14?,8,6,10,9,A) 8,"112 ÷ 14 = 8, since 14 × 8 = 112.",Math,Basic Math
Is 2299 an even or odd number?,Even,Neither,Both,Odd,D) Odd,"2299 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 411.01 - 91.47?,320.13,326.14,315.62,319.54,D) 319.54,411.01 - 91.47 = 319.54.,Math,Decimals
What is 6838 + 6658?,12432,13080,12885,13496,D) 13496,6838 + 6658 = 13496.,Math,Basic Math
What is 242.46 + 426.53?,667.86,675.6,672.07,668.99,D) 668.99,242.46 + 426.53 = 668.99.,Math,Decimals
What is 6747 - 5121?,1804,1626,1551,1715,B) 1626,6747 - 5121 = 1626.,Math,Basic Math
₹120 is divided between two people in the ratio 13:7. What is the first person's share?,63,68,64,78,D) 78,Total parts = 13+7 = 20. One part = 120÷20 = 6. First share = 13×6 = 78.,Math,Ratios
Is 1817 an even or odd number?,Even,Odd,Neither,Both,B) Odd,"1817 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 15 × 15?,221,254,225,233,C) 225,15 × 15 = 225.,Math,Basic Math
"If 7x + 70 = 301, what is the value of x?",32,27,37,33,D) 33,7x + 70 = 301 → 7x = 231 → x = 231 ÷ 7 = 33.,Math,Algebra
What is 55.97 + 91.27?,147.24,154.26,150.07,144.82,A) 147.24,55.97 + 91.27 = 147.24.,Math,Decimals
What is 20% of 50?,10,9,8,11,A) 10,20% of 50 = (20/100) × 50 = 10.,Math,Percentages
"What is the average of 135, 4, 108, 138, 50?",75,104,87,85,C) 87,Sum = 435. Average = 435 ÷ 5 = 87.,Math,Averages
What is 50.87 + 345.68?,396.55,397.6,395.52,404.11,A) 396.55,50.87 + 345.68 = 396.55.,Math,Decimals
What is 35 × 46?,1610,1507,1768,1599,A) 1610,35 × 46 = 1610.,Math,Basic Math
Is 235 a prime number?,Cannot be determined,Yes,Only for even numbers,No,D) No,"235 is divisible by 5, so it is not a prime number.",Math,Number System
A number multiplied by 6 gives 66. What is the number?,7,19,8,11,D) 11,Let the number be x. 6x = 66 → x = 66 ÷ 6 = 11.,Math,Equations
What is 8792 - 2419?,6373,5933,6255,6339,A) 6373,8792 - 2419 = 6373.,Math,Basic Math
What is 337.54 - 185.05?,155.82,159.11,152.49,148.91,C) 152.49,337.54 - 185.05 = 152.49.,Math,Decimals
"If 9x + 40 = 103, what is the value of x?",6,9,7,2,C) 7,9x + 40 = 103 → 9x = 63 → x = 63 ÷ 9 = 7.,Math,Algebra
Is 4096 a perfect square?,Cannot be determined,Yes,No,Only for even n,B) Yes,"4096 = 64 × 64, so it is a perfect square.",Math,Number System
A number multiplied by 8 gives 112. What is the number?,11,18,22,14,D) 14,Let the number be x. 8x = 112 → x = 112 ÷ 8 = 14.,Math,Equations
What is 25% of 50?,11,12.5,14,10,B) 12.5,25% of 50 = (25/100) × 50 = 12.5.,Math,Percentages
"What is the average of 200, 48, 90, 6?",84,92,86,100,C) 86,Sum = 344. Average = 344 ÷ 4 = 86.,Math,Averages
"If 13x + 30 = 264, what is the value of x?",19,11,18,20,C) 18,13x + 30 = 264 → 13x = 234 → x = 234 ÷ 13 = 18.,Math,Algebra
Is 874225 a perfect square?,Yes,Cannot be determined,Only for even n,No,A) Yes,"874225 = 935 × 935, so it is a perfect square.",Math,Number System
"What is the average of 137, 139, 9?",87,112,95,80,C) 95,Sum = 285. Average = 285 ÷ 3 = 95.,Math,Averages
"If 11x + 7 = 403, what is the value of x?",28,31,33,36,D) 36,11x + 7 = 403 → 11x = 396 → x = 396 ÷ 11 = 36.,Math,Algebra
What is 153.27 - 13.46?,137.89,145.66,139.81,141.39,C) 139.81,153.27 - 13.46 = 139.81.,Math,Decimals
Is 322624 a perfect square?,No,Only for even n,Cannot be determined,Yes,D) Yes,"322624 = 568 × 568, so it is a perfect square.",Math,Number System
What is 2 × 49?,92,98,103,86,B) 98,2 × 49 = 98.,Math,Basic Math
"If 4x + 64 = 184, what is the value of x?",36,30,33,35,B) 30,4x + 64 = 184 → 4x = 120 → x = 120 ÷ 4 = 30.,Math,Algebra
What is 9465 + 8763?,19216,18228,19618,16383,B) 18228,9465 + 8763 = 18228.,Math,Basic Math
What is 19³?,7475,6859,5837,6729,B) 6859,19³ = 19×19×19 = 6859.,Math,Mathematical Operations
₹22 is divided between two people in the ratio 9:2. What is the first person's share?,18,17,22,16,A) 18,Total parts = 9+2 = 11. One part = 22÷11 = 2. First share = 9×2 = 18.,Math,Ratios
What is 28 × 32?,838,910,1032,896,D) 896,28 × 32 = 896.,Math,Basic Math
"If 6x + 31 = 133, what is the value of x?",15,14,25,17,D) 17,6x + 31 = 133 → 6x = 102 → x = 102 ÷ 6 = 17.,Math,Algebra
What is 86.79 + 102.92?,189.71,196.95,186.43,194.22,A) 189.71,86.79 + 102.92 = 189.71.,Math,Decimals
What is 4/6 + 2/6 in simplest form?,2,1,6/6,1,B) 1,"4/6 + 2/6 = 6/6, which simplifies to 1.",Math,Fractions
What is 11 × 10?,110,126,125,100,A) 110,11 × 10 = 110.,Math,Basic Math
"If 10x + 34 = 54, what is the value of x?",3,0,2,10,C) 2,10x + 34 = 54 → 10x = 20 → x = 20 ÷ 10 = 2.,Math,Algebra
"What is the average of 198, 41, 1?",96,80,70,88,B) 80,Sum = 240. Average = 240 ÷ 3 = 80.,Math,Averages
What is 4594 - 188?,4376,4357,4406,4888,C) 4406,4594 - 188 = 4406.,Math,Basic Math
Is 2144 an even or odd number?,Odd,Even,Both,Neither,B) Even,"2144 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 6 × 32?,162,192,205,185,B) 192,6 × 32 = 192.,Math,Basic Math
"What is the average of 144, 73, 78, 85, 64, 66?",92,93,85,81,C) 85,Sum = 510. Average = 510 ÷ 6 = 85.,Math,Averages
"What is the average of 197, 180, 51, 178, 21, 57?",127,114,95,92,B) 114,Sum = 684. Average = 684 ÷ 6 = 114.,Math,Averages
Is 2996 an even or odd number?,Both,Even,Neither,Odd,B) Even,"2996 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"If 14x + 79 = 429, what is the value of x?",19,17,29,25,D) 25,14x + 79 = 429 → 14x = 350 → x = 350 ÷ 14 = 25.,Math,Algebra
What is 39 × 21?,819,929,714,704,A) 819,39 × 21 = 819.,Math,Basic Math
What is 415.56 - 386.7?,37.17,30.12,24.56,28.86,D) 28.86,415.56 - 386.7 = 28.86.,Math,Decimals
What is 9538 - 9205?,333,344,351,346,A) 333,9538 - 9205 = 333.,Math,Basic Math
What is 65% of 90?,55,58.5,60,54,B) 58.5,65% of 90 = (65/100) × 90 = 58.5.,Math,Percentages
Is 1285 an even or odd number?,Odd,Both,Neither,Even,A) Odd,"1285 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
Is 3637 an even or odd number?,Both,Odd,Even,Neither,B) Odd,"3637 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 5252 + 2252?,7843,7504,8434,6876,B) 7504,5252 + 2252 = 7504.,Math,Basic Math
Is 3405 an even or odd number?,Even,Odd,Neither,Both,B) Odd,"3405 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 5242 + 9992?,16116,15234,14372,15790,B) 15234,5242 + 9992 = 15234.,Math,Basic Math
What is 332 ÷ 4?,83,96,87,67,A) 83,"332 ÷ 4 = 83, since 4 × 83 = 332.",Math,Basic Math
What is 397.69 - 54.79?,338.22,347.47,350.93,342.9,D) 342.9,397.69 - 54.79 = 342.9.,Math,Decimals
"If 9x + 25 = 160, what is the value of x?",16,15,11,18,B) 15,9x + 25 = 160 → 9x = 135 → x = 135 ÷ 9 = 15.,Math,Algebra
What is 9595 + 8247?,19995,16753,19133,17842,D) 17842,9595 + 8247 = 17842.,Math,Basic Math
A number multiplied by 6 gives 36. What is the number?,5,6,10,11,B) 6,Let the number be x. 6x = 36 → x = 36 ÷ 6 = 6.,Math,Equations
What is 252.83 + 445.48?,695.93,701.02,705.08,698.31,D) 698.31,252.83 + 445.48 = 698.31.,Math,Decimals
"What is the average of 127, 30, 20, 51, 14, 112?",67,61,68,59,D) 59,Sum = 354. Average = 354 ÷ 6 = 59.,Math,Averages
What is 188.33 + 235.97?,429.97,424.3,425.04,423.41,B) 424.3,188.33 + 235.97 = 424.3.,Math,Decimals
"What is the average of 15, 140, 86, 184, 20?",89,98,105,97,A) 89,Sum = 445. Average = 445 ÷ 5 = 89.,Math,Averages
What is 31.66 + 333.49?,368.43,362.75,365.15,370.92,C) 365.15,31.66 + 333.49 = 365.15.,Math,Decimals
"If 10x + 53 = 63, what is the value of x?",7,3,9,1,D) 1,10x + 53 = 63 → 10x = 10 → x = 10 ÷ 10 = 1.,Math,Algebra
"If 9x + 28 = 442, what is the value of x?",44,41,46,38,C) 46,9x + 28 = 442 → 9x = 414 → x = 414 ÷ 9 = 46.,Math,Algebra
What is 7789 - 2505?,5536,5062,5785,5284,D) 5284,7789 - 2505 = 5284.,Math,Basic Math
What is 50% of 750?,380,375,320,385,B) 375,50% of 750 = (50/100) × 750 = 375.,Math,Percentages
What is 4/5 + 3/5 in simplest form?,7/5,8/5,6/5,7/5,A) 7/5,"4/5 + 3/5 = 7/5, which simplifies to 7/5.",Math,Fractions
What is 298.46 + 380.43?,687.81,676.94,683.87,678.89,D) 678.89,298.46 + 380.43 = 678.89.,Math,Decimals
What is 39 × 8?,267,342,312,332,C) 312,39 × 8 = 312.,Math,Basic Math
"What is the average of 164, 6, 137, 37?",86,79,81,72,A) 86,Sum = 344. Average = 344 ÷ 4 = 86.,Math,Averages
A number multiplied by 3 gives 183. What is the number?,58,56,61,53,C) 61,Let the number be x. 3x = 183 → x = 183 ÷ 3 = 61.,Math,Equations
₹102 is divided between two people in the ratio 4:13. What is the first person's share?,26,18,24,21,C) 24,Total parts = 4+13 = 17. One part = 102÷17 = 6. First share = 4×6 = 24.,Math,Ratios
A number multiplied by 6 gives 282. What is the number?,50,47,52,40,B) 47,Let the number be x. 6x = 282 → x = 282 ÷ 6 = 47.,Math,Equations
What is 4172 + 3683?,7943,8818,7418,7855,D) 7855,4172 + 3683 = 7855.,Math,Basic Math
"If 10x + 18 = 68, what is the value of x?",7,5,6,3,B) 5,10x + 18 = 68 → 10x = 50 → x = 50 ÷ 10 = 5.,Math,Algebra
"What is the average of 64, 85, 77, 174?",100,92,114,94,A) 100,Sum = 400. Average = 400 ÷ 4 = 100.,Math,Averages
"What is the average of 101, 86, 85, 166, 27?",80,87,81,93,D) 93,Sum = 465. Average = 465 ÷ 5 = 93.,Math,Averages
A number multiplied by 6 gives 366. What is the number?,59,60,61,54,C) 61,Let the number be x. 6x = 366 → x = 366 ÷ 6 = 61.,Math,Equations
What is 14/15 + 9/15 in simplest form?,23/15,24/15,22/15,23/15,A) 23/15,"14/15 + 9/15 = 23/15, which simplifies to 23/15.",Math,Fractions
"If 15x + 59 = 389, what is the value of x?",17,22,16,19,B) 22,15x + 59 = 389 → 15x = 330 → x = 330 ÷ 15 = 22.,Math,Algebra
"If 2x + 55 = 109, what is the value of x?",34,25,23,27,D) 27,2x + 55 = 109 → 2x = 54 → x = 54 ÷ 2 = 27.,Math,Algebra
A number multiplied by 5 gives 40. What is the number?,14,3,5,8,D) 8,Let the number be x. 5x = 40 → x = 40 ÷ 5 = 8.,Math,Equations
What is 7/15 + 6/15 in simplest form?,12/15,13/15,13/15,14/15,B) 13/15,"7/15 + 6/15 = 13/15, which simplifies to 13/15.",Math,Fractions
"If 6x + 43 = 49, what is the value of x?",5,4,1,9,C) 1,6x + 43 = 49 → 6x = 6 → x = 6 ÷ 6 = 1.,Math,Algebra
What is 415.82 - 365.62?,50.2,52.93,58.12,45.21,A) 50.2,415.82 - 365.62 = 50.2.,Math,Decimals
What is 156.31 + 495.89?,652.2,649.88,661.97,656.86,A) 652.2,156.31 + 495.89 = 652.2.,Math,Decimals
₹115 is divided between two people in the ratio 13:10. What is the first person's share?,69,65,80,66,B) 65,Total parts = 13+10 = 23. One part = 115÷23 = 5. First share = 13×5 = 65.,Math,Ratios
"What is the average of 63, 100, 86, 21, 62, 28?",71,56,65,60,D) 60,Sum = 360. Average = 360 ÷ 6 = 60.,Math,Averages
What is 24²?,576,525,625,502,A) 576,24² = 24×24 = 576.,Math,Mathematical Operations
What is 5/10 + 2/10 in simplest form?,8/10,7/10,7/10,6/10,B) 7/10,"5/10 + 2/10 = 7/10, which simplifies to 7/10.",Math,Fractions
What is 93.91 + 182.6?,271.77,284.88,281.5,276.51,D) 276.51,93.91 + 182.6 = 276.51.,Math,Decimals
"What is the average of 147, 85, 113, 93, 192?",138,147,126,110,C) 126,Sum = 630. Average = 630 ÷ 5 = 126.,Math,Averages
"If 2x + 59 = 109, what is the value of x?",27,31,25,19,C) 25,2x + 59 = 109 → 2x = 50 → x = 50 ÷ 2 = 25.,Math,Algebra
What is 255.44 + 5.97?,258.45,264.59,267.07,261.41,D) 261.41,255.44 + 5.97 = 261.41.,Math,Decimals
What is 214.82 - 175.31?,39.51,48.39,40.75,34.89,A) 39.51,214.82 - 175.31 = 39.51.,Math,Decimals
"What is the average of 17, 126, 146, 190, 176?",131,150,130,111,A) 131,Sum = 655. Average = 655 ÷ 5 = 131.,Math,Averages
"What is the average of 37, 109, 47, 49, 184, 162?",105,116,98,114,C) 98,Sum = 588. Average = 588 ÷ 6 = 98.,Math,Averages
Is 291600 a perfect square?,Cannot be determined,Only for even n,No,Yes,D) Yes,"291600 = 540 × 540, so it is a perfect square.",Math,Number System
Is 7396 an even or odd number?,Even,Neither,Both,Odd,A) Even,"7396 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 1647 + 2181?,3828,4073,3946,3835,A) 3828,1647 + 2181 = 3828.,Math,Basic Math
"What is the average of 16, 188, 4, 119, 13?",77,68,69,73,B) 68,Sum = 340. Average = 340 ÷ 5 = 68.,Math,Averages
What is 7085 + 6812?,13299,13897,13255,15295,B) 13897,7085 + 6812 = 13897.,Math,Basic Math
What is 1248 ÷ 26?,58,53,44,48,D) 48,"1248 ÷ 26 = 48, since 26 × 48 = 1248.",Math,Basic Math
What is 250.32 + 17.0?,269.56,266.77,267.32,275.64,C) 267.32,250.32 + 17.0 = 267.32.,Math,Decimals
"If 13x + 29 = 289, what is the value of x?",20,25,17,15,A) 20,13x + 29 = 289 → 13x = 260 → x = 260 ÷ 13 = 20.,Math,Algebra
What is 33 × 50?,1915,1650,1785,1610,B) 1650,33 × 50 = 1650.,Math,Basic Math
"What is the average of 48, 7, 161?",66,68,78,72,D) 72,Sum = 216. Average = 216 ÷ 3 = 72.,Math,Averages
What is 314.75 - 87.94?,230.2,226.81,222.24,236.44,B) 226.81,314.75 - 87.94 = 226.81.,Math,Decimals
What is 312 ÷ 8?,36,41,46,39,D) 39,"312 ÷ 8 = 39, since 8 × 39 = 312.",Math,Basic Math
"What is the average of 12, 54, 42, 174, 173?",85,93,106,91,D) 91,Sum = 455. Average = 455 ÷ 5 = 91.,Math,Averages
Is 934 an even or odd number?,Both,Even,Neither,Odd,B) Even,"934 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"What is the average of 127, 64, 46?",73,88,92,79,D) 79,Sum = 237. Average = 237 ÷ 3 = 79.,Math,Averages
What is 80% of 300?,212,276,240,222,C) 240,80% of 300 = (80/100) × 300 = 240.,Math,Percentages
"If 14x + 47 = 719, what is the value of x?",49,48,45,53,B) 48,14x + 47 = 719 → 14x = 672 → x = 672 ÷ 14 = 48.,Math,Algebra
What is 374.99 + 421.5?,794.59,801.08,804.96,796.49,D) 796.49,374.99 + 421.5 = 796.49.,Math,Decimals
What is 544 ÷ 16?,34,29,26,32,A) 34,"544 ÷ 16 = 34, since 16 × 34 = 544.",Math,Basic Math
"What is the average of 9, 3, 96?",40,42,43,36,D) 36,Sum = 108. Average = 108 ÷ 3 = 36.,Math,Averages
"What is the average of 83, 160, 97, 197, 93?",120,136,108,126,D) 126,Sum = 630. Average = 630 ÷ 5 = 126.,Math,Averages
"What is the average of 79, 133, 31, 140, 12?",79,73,89,80,A) 79,Sum = 395. Average = 395 ÷ 5 = 79.,Math,Averages
What is 55% of 400?,197,200,215,220,D) 220,55% of 400 = (55/100) × 400 = 220.,Math,Percentages
"What is the average of 143, 88, 26, 155?",107,98,103,112,C) 103,Sum = 412. Average = 412 ÷ 4 = 103.,Math,Averages
"If 3x + 10 = 127, what is the value of x?",36,39,46,34,B) 39,3x + 10 = 127 → 3x = 117 → x = 117 ÷ 3 = 39.,Math,Algebra
"If 11x + 4 = 455, what is the value of x?",45,41,39,37,B) 41,11x + 4 = 455 → 11x = 451 → x = 451 ÷ 11 = 41.,Math,Algebra
A number multiplied by 9 gives 171. What is the number?,23,12,19,25,C) 19,Let the number be x. 9x = 171 → x = 171 ÷ 9 = 19.,Math,Equations
What is 6534 - 1593?,5047,4413,4748,4941,D) 4941,6534 - 1593 = 4941.,Math,Basic Math
"If 14x + 74 = 718, what is the value of x?",44,47,46,50,C) 46,14x + 74 = 718 → 14x = 644 → x = 644 ÷ 14 = 46.,Math,Algebra
Is 171 a prime number?,Yes,No,Cannot be determined,Only for even numbers,B) No,"171 is divisible by 3, so it is not a prime number.",Math,Number System
Is 715716 a perfect square?,Cannot be determined,No,Yes,Only for even n,C) Yes,"715716 = 846 × 846, so it is a perfect square.",Math,Number System
What is 361.44 - 257.2?,104.24,109.31,100.97,106.95,A) 104.24,361.44 - 257.2 = 104.24.,Math,Decimals
What is 137.53 + 56.91?,190.44,195.84,194.44,202.85,C) 194.44,137.53 + 56.91 = 194.44.,Math,Decimals
A number multiplied by 8 gives 416. What is the number?,51,52,59,60,B) 52,Let the number be x. 8x = 416 → x = 416 ÷ 8 = 52.,Math,Equations
Is 10201 a perfect square?,Only for even n,Cannot be determined,No,Yes,D) Yes,"10201 = 101 × 101, so it is a perfect square.",Math,Number System
What is 371.16 + 302.55?,669.37,673.71,682.71,674.65,B) 673.71,371.16 + 302.55 = 673.71.,Math,Decimals
"What is the average of 71, 53, 29, 135?",59,72,70,78,B) 72,Sum = 288. Average = 288 ÷ 4 = 72.,Math,Averages
What is 21²?,509,458,456,441,D) 441,21² = 21×21 = 441.,Math,Mathematical Operations
What is 8270 - 2677?,5434,6165,5593,5617,C) 5593,8270 - 2677 = 5593.,Math,Basic Math
What is 5205 - 3461?,1818,1921,1761,1744,D) 1744,5205 - 3461 = 1744.,Math,Basic Math
What is 497.3 - 151.21?,352.15,346.09,343.38,350.57,B) 346.09,497.3 - 151.21 = 346.09.,Math,Decimals
Is 5888 an even or odd number?,Odd,Neither,Both,Even,D) Even,"5888 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
Is 727609 a perfect square?,Cannot be determined,No,Yes,Only for even n,C) Yes,"727609 = 853 × 853, so it is a perfect square.",Math,Number System
What is 443.05 + 175.91?,615.18,618.96,622.24,627.03,B) 618.96,443.05 + 175.91 = 618.96.,Math,Decimals
₹40 is divided between two people in the ratio 7:13. What is the first person's share?,14,17,13,11,A) 14,Total parts = 7+13 = 20. One part = 40÷20 = 2. First share = 7×2 = 14.,Math,Ratios
What is 8834 - 5054?,3765,3780,3798,4134,B) 3780,8834 - 5054 = 3780.,Math,Basic Math
"What is the average of 200, 131, 48, 101?",111,135,113,120,D) 120,Sum = 480. Average = 480 ÷ 4 = 120.,Math,Averages
What is 64.85 + 144.23?,211.86,214.22,206.18,209.08,D) 209.08,64.85 + 144.23 = 209.08.,Math,Decimals
What is 431.65 + 333.61?,766.85,765.26,770.95,764.07,B) 765.26,431.65 + 333.61 = 765.26.,Math,Decimals
What is 31 × 27?,820,811,909,837,D) 837,31 × 27 = 837.,Math,Basic Math
Is 128 a prime number?,Yes,Cannot be determined,No,Only for even numbers,C) No,"128 is divisible by 2, so it is not a prime number.",Math,Number System
"If 11x + 65 = 494, what is the value of x?",45,44,39,31,C) 39,11x + 65 = 494 → 11x = 429 → x = 429 ÷ 11 = 39.,Math,Algebra
A number multiplied by 6 gives 114. What is the number?,21,26,12,19,D) 19,Let the number be x. 6x = 114 → x = 114 ÷ 6 = 19.,Math,Equations
Simplify the ratio 10:46 to its lowest terms.,3:21,6:22,5:23,3:24,C,Dividing both terms by their GCD (2): 10/2:46/2 = 5:23.,Math,Ratios
What is the square root of 361?,17,19,18,21,B,"√361 = 19, since 19 × 19 = 361.",Math,Square Roots
"Using the correct order of operations (BODMAS/PEMDAS), evaluate: 10 + 8 × 2 - 5",36,6,11,21,D,Following order of operations: 10 + 8 × 2 - 5 = 21.,Math,Order of Operations
What is the square of 233?,54754,54294,54284,54289,D,233² = 233 × 233 = 54289.,Math,Squares and Cubes
What is the square root of 3969?,60,63,67,65,B,"√3969 = 63, since 63 × 63 = 3969.",Math,Square Roots
What is the average of 43 and 144?,85.5,91.5,93.5,95.5,C,Average = (43 + 144) / 2 = 93.5.,Math,Averages
What number does the Roman numeral 'MMCCLXXXVII' represent?,2287,645,2685,103,A,2287 in Roman numerals is 'MMCCLXXXVII'.,Math,Roman Numerals
What is the square root of 81225?,289,285,283,287,B,"√81225 = 285, since 285 × 285 = 81225.",Math,Square Roots
What is 485 written as a Roman numeral?,MMCXXI,DLXIX,MMDCCXXVII,CDLXXXV,D,485 in Roman numerals is 'CDLXXXV'.,Math,Roman Numerals
What is 2323 written as a Roman numeral?,DXXXI,MMCCCXXIII,MMCV,MDCCXLV,B,2323 in Roman numerals is 'MMCCCXXIII'.,Math,Roman Numerals
What is the Greatest Common Divisor (GCD) of 78 and 13?,13,11,10,17,A,"GCD(78,13) = 13.",Math,GCD and LCM
What is the square root of 169?,11,15,12,13,D,"√169 = 13, since 13 × 13 = 169.",Math,Square Roots
"In the number 5143353, what digit is in the ten-thousands place?",8,7,4,3,C,"In 5143353, the digit in the ten-thousands place is 4.",Math,Place Value
Simplify the ratio 81:40 to its lowest terms.,81:40,80:38,83:38,79:42,A,Dividing both terms by their GCD (1): 81/1:40/1 = 81:40.,Math,Ratios
