Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 'ರಾಷ್ಟ್ರಪಿತ' ಎಂದು ಯಾರನ್ನು ಕರೆಯುತ್ತಾರೆ?,ಮಹಾತ್ಮ ಗಾಂಧಿ,ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್,ಎ. ಪಿ. ಜೆ. ಅಬ್ದುಲ್ ಕಲಾಂ,ಕಪಿಲ್ ದೇವ್,A) ಮಹಾತ್ಮ ಗಾಂಧಿ,ಮಹಾತ್ಮ ಗಾಂಧಿಯವರನ್ನು ಭಾರತದ ಸ್ವಾತಂತ್ರ್ಯ ಚಳುವಳಿಯಲ್ಲಿನ ನಾಯಕತ್ವಕ್ಕಾಗಿ 'ರಾಷ್ಟ್ರಪಿತ' ಎಂದು ಗೌರವಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಸೂರ್ಯನ ಬೆಳಕಿನಿಂದ ಪಡೆಯುವ ನವೀಕರಿಸಬಹುದಾದ ಶಕ್ತಿಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಸೌರ ಶಕ್ತಿ,ಜಾಗತಿಕ ತಾಪಮಾನ ಏರಿಕೆ,ಮರುಬಳಕೆ (ರೀಸೈಕ್ಲಿಂಗ್),ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯ,A) ಸೌರ ಶಕ್ತಿ,ಸೌರ ಶಕ್ತಿಯು ಸೂರ್ಯನ ಬೆಳಕಿನಿಂದ ಪಡೆಯುವ ನವೀಕರಿಸಬಹುದಾದ ಶಕ್ತಿಯ ಮೂಲವಾಗಿದೆ.,ಕನ್ನಡ,ಪರಿಸರ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ದೇಹದಾದ್ಯಂತ ಆಮ್ಲಜನಕ ಸಾಗಿಸುವ ರಕ್ತ ಕಣಗಳು ಯಾವುವು?,ಜಠರ (ಹೊಟ್ಟೆ),ಕೆಂಪು ರಕ್ತ ಕಣಗಳು,ಹೃದಯ,ಚರ್ಮ,B) ಕೆಂಪು ರಕ್ತ ಕಣಗಳು,"ಕೆಂಪು ರಕ್ತ ಕಣಗಳು ಹೀಮೋಗ್ಲೋಬಿನ್ ಹೊಂದಿದ್ದು, ಆಮ್ಲಜನಕವನ್ನು ದೇಹದಾದ್ಯಂತ ಸಾಗಿಸುತ್ತವೆ.",ಕನ್ನಡ,ಆರೋಗ್ಯ ಮತ್ತು ಮಾನವ ದೇಹ
ಪ್ರಶ್ನೆ: ಗಂಗ ಸಾಮ್ರಾಜ್ಯ ಕರ್ನಾಟಕದ ಯಾವ ಭಾಗದಲ್ಲಿ ಪ್ರಬಲವಾಗಿತ್ತು?,ಬಾದಾಮಿ,ದಕ್ಷಿಣ ಕರ್ನಾಟಕ,ಮೈಸೂರು,ಮೈಸೂರಿನ ಹುಲಿ,B) ದಕ್ಷಿಣ ಕರ್ನಾಟಕ,ಗಂಗ ಸಾಮ್ರಾಜ್ಯವು ಪ್ರಾಚೀನ ಕಾಲದಲ್ಲಿ ದಕ್ಷಿಣ ಕರ್ನಾಟಕದಲ್ಲಿ ಪ್ರಬಲವಾಗಿ ಆಳ್ವಿಕೆ ನಡೆಸಿತ್ತು.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಇತಿಹಾಸ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕಾವೇರಿ ನದಿ ಎಲ್ಲಿ ಹುಟ್ಟುತ್ತದೆ?,ಮುಳ್ಳಯ್ಯನಗಿರಿ,ಕರಾವಳಿ ಕರ್ನಾಟಕ,"ತಲಕಾವೇರಿ, ಕೊಡಗು",ಅಪಾರ ಜೀವವೈವಿಧ್ಯದ ತಾಣ,"C) ತಲಕಾವೇರಿ, ಕೊಡಗು",ಕಾವೇರಿ ನದಿಯು ಕರ್ನಾಟಕದ ಕೊಡಗು ಜಿಲ್ಲೆಯ ತಲಕಾವೇರಿಯಲ್ಲಿ ಹುಟ್ಟುತ್ತದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಭೂಗೋಳ
ಕರ್ನಾಟಕದ ಪ್ರಸಿದ್ಧ ಕಂಬಳ ಕ್ರೀಡೆ ಯಾವ ಪ್ರದೇಶದಲ್ಲಿ ಜನಪ್ರಿಯವಾಗಿದೆ?,ವಾಸ್ತುಶಿಲ್ಪ ಮತ್ತು ಕೋಟೆ ನಿರ್ಮಾಣ ಕಲೆ,ಯಕ್ಷಗಾನ,ಡೊಳ್ಳು ಎಂಬ ದೊಡ್ಡ ಡ್ರಮ್‌ಗಳೊಂದಿಗೆ ಮಾಡುವ ಜಾನಪದ ನೃತ್ಯ,ಕರಾವಳಿ ಕರ್ನಾಟಕ (ತುಳುನಾಡು),D) ಕರಾವಳಿ ಕರ್ನಾಟಕ (ತುಳುನಾಡು),ಕಂಬಳ ಎಂಬ ಕೋಣಗಳ ಓಟದ ಕ್ರೀಡೆ ಕರಾವಳಿ ಕರ್ನಾಟಕದ ತುಳುನಾಡು ಪ್ರದೇಶದಲ್ಲಿ ಜನಪ್ರಿಯವಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಂಸ್ಕೃತಿ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಯಾವ ಸ್ಥಳವನ್ನು UNESCO ವಿಶ್ವ ಪಾರಂಪರಿಕ ತಾಣವೆಂದು ಘೋಷಿಸಲಾಗಿದೆ?,ಹೊಯ್ಸಳ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪ,ಪವಿತ್ರ ದೇವಾಲಯ ಮತ್ತು ಕಡಲತೀರಗಳು,ಹುಲಿ ಸಂರಕ್ಷಣೆ,ಹಂಪಿ,D) ಹಂಪಿ,ಹಂಪಿಯನ್ನು ಅದರ ವಿಜಯನಗರ ಸಾಮ್ರಾಜ್ಯದ ಅವಶೇಷಗಳಿಗಾಗಿ UNESCO ವಿಶ್ವ ಪಾರಂಪರಿಕ ತಾಣವೆಂದು ಘೋಷಿಸಲಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ಸ್ಥಳಗಳು
"""ಬೀಜ"" ಎಂಬ ಪದದ ಅರ್ಥವೇನು?",ಬಿತ್ತನೆ ಕಾಳು,ಪಟ್ಟಣ,ನೀರು,ಹಡಗು,A) ಬಿತ್ತನೆ ಕಾಳು,"""ಬೀಜ"" ಎಂದರೆ ""ಬಿತ್ತನೆ ಕಾಳು"" ಎಂದರ್ಥ.",ಕನ್ನಡ,ಕನ್ನಡ ಶಬ್ದಕೋಶ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಸಂಧಿ ಎಂದರೇನು?,ಕ್ರಿಯೆ ಅಥವಾ ಸ್ಥಿತಿಯನ್ನು ಸೂಚಿಸುವ ಪದ,ಪದದ ಮುಂದೆ ಸೇರಿಸುವ ಅಕ್ಷರ ಸಮೂಹ,ಅನುಭವದಿಂದ ಬಂದ ಸಂಕ್ಷಿಪ್ತ ಜ್ಞಾನದ ನುಡಿಗಟ್ಟು,ಎರಡು ಅಕ್ಷರ ಅಥವಾ ಪದಗಳು ಸೇರುವಾಗ ಆಗುವ ಬದಲಾವಣೆ,D) ಎರಡು ಅಕ್ಷರ ಅಥವಾ ಪದಗಳು ಸೇರುವಾಗ ಆಗುವ ಬದಲಾವಣೆ,ಸಂಧಿ ಎಂದರೆ ಎರಡು ಅಕ್ಷರಗಳು ಅಥವಾ ಪದಗಳು ಒಟ್ಟಿಗೆ ಸೇರುವಾಗ ಉಂಟಾಗುವ ಧ್ವನಿ ಬದಲಾವಣೆ.,ಕನ್ನಡ,ಕನ್ನಡ ವ್ಯಾಕರಣ
"""ಸಂತೋಷ"" ಗೆ ಸಮಾನಾರ್ಥಕ ಪದವನ್ನು ಆರಿಸಿ.",ಕಾಲ,ಆನಂದ,ಪರ್ಣ,ಶಾಂತಿ,B) ಆನಂದ,"""ಆನಂದ"" ಎಂಬುದು ""ಸಂತೋಷ"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಮಾನಾರ್ಥಕ ಪದಗಳು
"""ಒಳ್ಳೆಯ"" ಗೆ ವಿರುದ್ಧಾರ್ಥಕ ಪದವನ್ನು ಆರಿಸಿ.",ಹಿಂದೆ,ಅನಾರೋಗ್ಯ,ಕೆಟ್ಟ,ತಣ್ಣಗೆ,C) ಕೆಟ್ಟ,"""ಕೆಟ್ಟ"" ಎಂಬುದು ""ಒಳ್ಳೆಯ"" ಪದದ ವಿರುದ್ಧಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವಿರುದ್ಧಾರ್ಥಕ ಪದಗಳು
ಪುರಂದರ ದಾಸರನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಅಂಬಿಕಾತನಯದತ್ತ,ನಾಟಕ ಬರವಣಿಗೆ ಮತ್ತು ರಂಗಭೂಮಿ,ಕನ್ನಡ ಸಣ್ಣ ಕಥೆ,ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,D) ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಪುರಂದರ ದಾಸರನ್ನು ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಕವಿಗಳು ಮತ್ತು ಲೇಖಕರು
ಈ ಪದದ ಸರಿಯಾದ ಬರವಣಿಗೆಯನ್ನು ಆರಿಸಿ.,ಗಣಿತಶಾಸ್ತ್ರ,ಗಣಿತಶಸಾ್ತ್ರ,ಗಿಣತಶಾಸ್ತ್ರ,ಗಣಿಶಾಸ್ತ್ರ,A) ಗಣಿತಶಾಸ್ತ್ರ,"""ಗಣಿತಶಾಸ್ತ್ರ"" ಎಂಬುದು ಸರಿಯಾದ ಕಾಗುಣಿತವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಕಾಗುಣಿತ
"ಕೆಳಗಿನವುಗಳಲ್ಲಿ ""ಪ್ರೀತಿ"" ದ ಸರಿಯಾದ ಅರ್ಥ ಯಾವುದು?",ಪ್ರೇಮ,ತಿಂಗಳು,ದೇಶ,ಬೆಳಕು,A) ಪ್ರೇಮ,"""ಪ್ರೀತಿ"" ಪದದ ಅರ್ಥ ""ಪ್ರೇಮ"" ಆಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಅರ್ಥಗಳು
ಪ್ರಶ್ನೆ: ಕನ್ನಡ ಭಾಷೆಗೆ ಶಾಸ್ತ್ರೀಯ ಸ್ಥಾನಮಾನ ಯಾವ ವರ್ಷ ದೊರೆಯಿತು?,2008,ಹಲ್ಮಿಡಿ ಶಾಸನ,ಕನ್ನಡ,ದ್ರಾವಿಡ ಭಾಷಾ ಕುಟುಂಬ,A) 2008,ಕನ್ನಡ ಭಾಷೆಗೆ 2008 ರಲ್ಲಿ ಶಾಸ್ತ್ರೀಯ ಭಾಷೆಯ ಸ್ಥಾನಮಾನ ದೊರೆಯಿತು.,ಕನ್ನಡ,ಕನ್ನಡ ಭಾಷಾ ಸಂಗತಿಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕನ್ನಡದ ಮೊದಲ ಚಲನಚಿತ್ರ ಯಾವುದು?,ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತು,ಜಯ ಭಾರತ ಜನನಿಯ ತನುಜಾತೆ,2008,ಸತಿ ಸುಲೋಚನಾ,D) ಸತಿ ಸುಲೋಚನಾ,'ಸತಿ ಸುಲೋಚನಾ' ಚಿತ್ರವನ್ನು ಕನ್ನಡದ ಮೊದಲ ವಾಕ್ ಚಿತ್ರವೆಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
ಪ್ರಶ್ನೆ: ಕರ್ನಾಟಕದ ವಿಧಾನಸಭೆಯಲ್ಲಿ ಒಟ್ಟು ಎಷ್ಟು ಸ್ಥಾನಗಳಿವೆ?,224,ವಿಜಯನಗರ ಸಾಮ್ರಾಜ್ಯ,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ,ಮೂವತ್ತೊಂದು,A) 224,ಕರ್ನಾಟಕ ವಿಧಾನಸಭೆಯಲ್ಲಿ ಒಟ್ಟು 224 ಸ್ಥಾನಗಳಿವೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
261 - 71 = ಎಷ್ಟು?,202,190,169,168,B) 190,261 - 71 = 190.,ಕನ್ನಡ,ಗಣಿತ
ಪ್ರಶ್ನೆ: ಆಮ್ಲಜನಕದ ರಾಸಾಯನಿಕ ಸಂಕೇತ ಯಾವುದು?,ಆಲ್ಬರ್ಟ್ ಐನ್‌ಸ್ಟೈನ್,ಅಲೆಕ್ಸಾಂಡರ್ ಫ್ಲೆಮಿಂಗ್,O,ಹೃದಯ,C) O,ಆಮ್ಲಜನಕದ ರಾಸಾಯನಿಕ ಸಂಕೇತ 'O' ಆಗಿದೆ.,ಕನ್ನಡ,ವಿಜ್ಞಾನ
ಪ್ರಶ್ನೆ: ಭಾರತದ ರಾಜಧಾನಿ ಯಾವುದು?,ಪೆಸಿಫಿಕ್ ಸಾಗರ,ನವದೆಹಲಿ,ನೈಲ್ ನದಿ,ಜವಾಹರಲಾಲ್ ನೆಹರು,B) ನವದೆಹಲಿ,ನವದೆಹಲಿ ಭಾರತದ ರಾಜಧಾನಿಯಾಗಿದೆ.,ಕನ್ನಡ,ಸಾಮಾನ್ಯ ಜ್ಞಾನ
51806 ಈ ಸಂಖ್ಯೆಯಲ್ಲಿ 1 ಅಂಕಿಯ ಸ್ಥಾನ ಬೆಲೆ ಏನು?,ಒಂದರ ಸ್ಥಾನ,ಸಾವಿರದ ಸ್ಥಾನ,ಹತ್ತರ ಸ್ಥಾನ,ನೂರರ ಸ್ಥಾನ,B) ಸಾವಿರದ ಸ್ಥಾನ,51806 ರಲ್ಲಿ 1 ಎಂಬ ಅಂಕಿಯು ಸಾವಿರದ ಸ್ಥಾನದಲ್ಲಿ ಇದೆ.,ಕನ್ನಡ,ಸಂಖ್ಯಾ ಪ್ರಶ್ನೆಗಳು
"ಈ ಸರಣಿಯ ಮುಂದಿನ ಸಂಖ್ಯೆ ಯಾವುದು: 10, 2, 12, 14, 26, 40, ?",60,58,66,74,C) 66,ಪ್ರತಿ ಸಂಖ್ಯೆಯು ಹಿಂದಿನ ಎರಡು ಸಂಖ್ಯೆಗಳ ಮೊತ್ತ. ಮುಂದಿನ ಸಂಖ್ಯೆ = 40 + 26 = 66.,ಕನ್ನಡ,ಸಂಖ್ಯಾ ಒಗಟುಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಭಾರತದ ಸಂವಿಧಾನದ ಮುಖ್ಯ ರೂವಾರಿ ಎಂದು ಯಾರನ್ನು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ?,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,ಸರ್ದಾರ್ ವಲ್ಲಭಭಾಯಿ ಪಟೇಲ್,ಎ. ಒ. ಹ್ಯೂಮ್,1947,A) ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,"ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್ ಅವರು ಸಂವಿಧಾನ ರಚನಾ ಸಮಿತಿಯ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದು, ಸಂವಿಧಾನದ ಮುಖ್ಯ ರೂವಾರಿ ಎಂದು ಪರಿಗಣಿಸಲಾಗಿದೆ.",ಕನ್ನಡ,ಭಾರತ ಇತಿಹಾಸ
ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ ಎಲ್ಲಿ ಆರಂಭವಾಯಿತು?,ಅಥೆನ್ಸ್,ಬ್ರಿಟನ್,ಚೆಂಗಿಸ್ ಖಾನ್,1789,B) ಬ್ರಿಟನ್,ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ 18ನೇ ಶತಮಾನದ ಕೊನೆಯಲ್ಲಿ ಬ್ರಿಟನ್‌ನಲ್ಲಿ ಆರಂಭವಾಯಿತು.,ಕನ್ನಡ,ವಿಶ್ವ ಇತಿಹಾಸ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಭಾರತದ ರಾಷ್ಟ್ರಪತಿಯ ಪಾತ್ರ ಏನು?,18 ವರ್ಷ,ಆರು,ದೇಶದ ನಾಮಮಾತ್ರ ಮುಖ್ಯಸ್ಥ,ಸಂವಿಧಾನ ರಚನಾ ಸಭೆ (Constituent Assembly),C) ದೇಶದ ನಾಮಮಾತ್ರ ಮುಖ್ಯಸ್ಥ,ಭಾರತದ ರಾಷ್ಟ್ರಪತಿಯು ದೇಶದ ನಾಮಮಾತ್ರ (ಸಾಂವಿಧಾನಿಕ) ಮುಖ್ಯಸ್ಥರಾಗಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕಾನೂನು ಮತ್ತು ಸಂವಿಧಾನ
"ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಸಂಗೀತ ನಿರ್ದೇಶಕರಾಗಿ ಪ್ರಸಿದ್ಧರಾದ, ಅನೇಕ ಜನಪ್ರಿಯ ಚಿತ್ರಗೀತೆಗಳನ್ನು ಸಂಯೋಜಿಸಿದವರು ಯಾರು?",ಕರಾವಳಿ ಕರ್ನಾಟಕದ ಜಾನಪದ ಸಂಸ್ಕೃತಿ,ಹಂಸಲೇಖ,ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ಪ್ರತ್ಯೇಕ ಫಿಲ್ಮ್‌ಫೇರ್ ಪ್ರಶಸ್ತಿಗಳಿವೆ,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಚಲನಚಿತ್ರ ಪ್ರಶಸ್ತಿಗಳು,B) ಹಂಸಲೇಖ,"ಹಂಸಲೇಖ ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಪ್ರಸಿದ್ಧ ಸಂಗೀತ ನಿರ್ದೇಶಕರಾಗಿದ್ದು, ಅನೇಕ ಜನಪ್ರಿಯ ಗೀತೆಗಳನ್ನು ಸಂಯೋಜಿಸಿದ್ದಾರೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಚಿತ್ರರಂಗ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ನಿಜವಾದ ಹಾರಾಟ ಸಾಮರ್ಥ್ಯವಿರುವ ಏಕೈಕ ಸಸ್ತನಿ ಯಾವುದು?,ಒಂಟೆ,ಜೇನುನೊಣ,ಊಸರವಳ್ಳಿ,ಬಾವಲಿ,D) ಬಾವಲಿ,"ಬಾವಲಿ ಮಾತ್ರ ನಿಜವಾದ, ಸತತ ಹಾರಾಟ ಸಾಮರ್ಥ್ಯ ಹೊಂದಿರುವ ಸಸ್ತನಿಯಾಗಿದೆ.",ಕನ್ನಡ,ಪ್ರಾಣಿಗಳು
"ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಗುಲಾಬಿ ಬಣ್ಣದ ಗರಿಗಳಿಗೆ ಪ್ರಸಿದ್ಧವಾದ, ಉದ್ದ ಕಾಲಿನ ಪಕ್ಷಿ ಯಾವುದು?",ಆಸ್ಟ್ರಿಚ್,ಪೆಂಗ್ವಿನ್,ನವಿಲು,ಫ್ಲೆಮಿಂಗೊ,D) ಫ್ಲೆಮಿಂಗೊ,ಫ್ಲೆಮಿಂಗೊ ತನ್ನ ಗುಲಾಬಿ ಬಣ್ಣ ಮತ್ತು ಉದ್ದ ಕಾಲುಗಳಿಗೆ ಪ್ರಸಿದ್ಧವಾಗಿದೆ.,ಕನ್ನಡ,ಪಕ್ಷಿಗಳು
ಬೀಜವು ಹೊಸ ಸಸ್ಯವಾಗಿ ಬೆಳೆಯುವ ಪ್ರಕ್ರಿಯೆಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಕಮಲ,ಪರಾಗಸ್ಪರ್ಶ,ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ,ಕಳ್ಳಿ,C) ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ,ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಎಂದರೆ ಬೀಜವು ಮೊಳಕೆಯಾಗಿ ಬೆಳೆಯುವ ಪ್ರಕ್ರಿಯೆ.,ಕನ್ನಡ,ಸಸ್ಯಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ದಕ್ಷಿಣ ಕೊರಿಯಾ ದೇಶದ ರಾಜಧಾನಿ ಯಾವುದು?,ಸಿಯೋಲ್,ಟೋಕಿಯೊ,ವಾಷಿಂಗ್ಟನ್ ಡಿ.ಸಿ.,ನವದೆಹಲಿ,A) ಸಿಯೋಲ್,ಸಿಯೋಲ್ ದಕ್ಷಿಣ ಕೊರಿಯಾ ದೇಶದ ರಾಜಧಾನಿಯಾಗಿದೆ.,ಕನ್ನಡ,ದೇಶಗಳು ಮತ್ತು ರಾಜಧಾನಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕಂಪ್ಯೂಟರ್ ಚಾಲನೆಯಲ್ಲಿರುವಾಗ ಬಳಸುವ ತಾತ್ಕಾಲಿಕ ಸ್ಮರಣೆಯನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಕೀಬೋರ್ಡ್,ಸಿಪಿಯು,ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ,RAM,D) RAM,RAM ಎಂಬುದು ಕಂಪ್ಯೂಟರ್ ಚಾಲನೆಯಲ್ಲಿರುವಾಗ ಬಳಸುವ ತಾತ್ಕಾಲಿಕ ಸ್ಮರಣೆಯಾಗಿದೆ.,ಕನ್ನಡ,ಕಂಪ್ಯೂಟರ್ ಮೂಲಾಂಶಗಳು
ಆಧುನಿಕ ಒಲಿಂಪಿಕ್ ಕ್ರೀಡಾಕೂಟದ ಸ್ಥಾಪಕರು ಯಾರು?,ಶಟಲ್‌ಕಾಕ್,ಫುಟ್‌ಬಾಲ್ (ಸಾಕರ್),ಹದಿನಾರು,ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್,D) ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್,ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್ ಆಧುನಿಕ ಒಲಿಂಪಿಕ್ ಕ್ರೀಡಾಕೂಟದ ಸ್ಥಾಪಕರೆಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕ್ರೀಡೆಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 2007ರ ಮೊದಲ ಟಿ20 ವಿಶ್ವಕಪ್ ಗೆದ್ದ ತಂಡ ಯಾವುದು?,ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ಭಾರತ,ಕ್ರಿಕೆಟ್‌ನ ದೇವರು,ಐವತ್ತು,B) ಭಾರತ,ಭಾರತವು 2007 ರಲ್ಲಿ ಪಾಕಿಸ್ತಾನ ವಿರುದ್ಧ ಫೈನಲ್‌ನಲ್ಲಿ ಗೆದ್ದು ಮೊದಲ ಟಿ20 ವಿಶ್ವಕಪ್ ಗೆದ್ದುಕೊಂಡಿತು.,ಕನ್ನಡ,ಕ್ರಿಕೆಟ್
ಪ್ರಶ್ನೆ: ಸ್ವತಂತ್ರ ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನ ಮಂತ್ರಿ ಯಾರು?,ಅಲೆಕ್ಸಾಂಡರ್ ಗ್ರಹಾಂ ಬೆಲ್,ಜವಾಹರಲಾಲ್ ನೆಹರು,ಕಪಿಲ್ ದೇವ್,ಆಲ್ಬರ್ಟ್ ಐನ್‌ಸ್ಟೈನ್,B) ಜವಾಹರಲಾಲ್ ನೆಹರು,ಜವಾಹರಲಾಲ್ ನೆಹರು 1947 ರಿಂದ 1964 ರವರೆಗೆ ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನ ಮಂತ್ರಿಯಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸಿದರು.,ಕನ್ನಡ,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಗಾಳಿಯಲ್ಲಿ ಹಾನಿಕಾರಕ ವಸ್ತುಗಳು ಸೇರುವುದನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ದ್ಯುತಿಸಂಶ್ಲೇಷಣೆ,ಅರಣ್ಯನಾಶ,ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳು,ವಾಯು ಮಾಲಿನ್ಯ,D) ವಾಯು ಮಾಲಿನ್ಯ,ವಾಯು ಮಾಲಿನ್ಯ ಎಂಬುದು ಹೊಗೆ ಮತ್ತು ರಾಸಾಯನಿಕಗಳಂತಹ ಹಾನಿಕಾರಕ ವಸ್ತುಗಳಿಂದ ಗಾಳಿ ಕಲುಷಿತಗೊಳ್ಳುವುದು.,ಕನ್ನಡ,ಪರಿಸರ
ರಕ್ತ ಹೆಪ್ಪುಗಟ್ಟಲು ಸಹಾಯ ಮಾಡುವ ರಕ್ತ ಕಣಗಳು ಯಾವುವು?,ಪ್ಲೇಟ್‌ಲೆಟ್‌ಗಳು,ಕೆಂಪು ರಕ್ತ ಕಣಗಳು,ಹೃದಯ,ಚರ್ಮ,A) ಪ್ಲೇಟ್‌ಲೆಟ್‌ಗಳು,ಪ್ಲೇಟ್‌ಲೆಟ್‌ಗಳು ಗಾಯವಾದಾಗ ರಕ್ತ ಹೆಪ್ಪುಗಟ್ಟಲು ಸಹಾಯ ಮಾಡುತ್ತವೆ.,ಕನ್ನಡ,ಆರೋಗ್ಯ ಮತ್ತು ಮಾನವ ದೇಹ
