Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"Find the missing number in the series: 3, ?, 27, 39, 51.",15,18,12,26,A) 15,"The series increases by 12 each time, so the missing number = 3 + 12 = 15.",Number Puzzles,Missing Numbers
"In a 3×3 magic square, if one row sums to 1491 and two of its numbers are 473 and 481, what is the third number?",613,449,483,537,D) 537,"Since the row total is 1491, the third number = 1491 - 473 - 481 = 537.",Number Puzzles,Magic Squares
"Find the next number in the series: 150, 102, 150, 102, 150, ?",106,102,101,105,B) 102,"The series alternates between 150 and 102. Since the last number is 150, the next number = 102.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 1283, 1285, 1287, 1289, 1291, ?",1295,1293,1290,1296,B) 1293,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 1291 + 2 = 1293.",Number Puzzles,Odd & Even
"Find the missing number in the series: 17, 25, ?, 41, 49.",30,32,33,26,C) 33,"The series increases by 8 each time, so the missing number = 25 + 8 = 33.",Number Puzzles,Missing Numbers
"Find the next number in the series: 314, 213, 314, 213, 314, ?",215,213,208,211,B) 213,"The series alternates between 314 and 213. Since the last number is 314, the next number = 213.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 619, 621, 623, 625, 627, ?",633,628,629,630,C) 629,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 627 + 2 = 629.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 6, 9, 14, 15, 17, ?",20,21,15,16,A) 20,"The differences between consecutive terms are 3, 5, 1, 2, increasing by 1 each time. The next difference is 3, so the next term = 17 + 3 = 20.",Number Puzzles,Number Patterns
"Find the next number in the series: 1559, 1561, 1563, 1565, 1567, ?",1567,1572,1569,1573,C) 1569,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 1567 + 2 = 1569.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 2, 7, 12, 17, 21, ?",26,25,27,35,A) 26,"The differences between consecutive terms are 5, 5, 5, 4, increasing by 1 each time. The next difference is 5, so the next term = 21 + 5 = 26.",Number Puzzles,Number Patterns
"Find the next number in the series: 93, 191, 93, 191, 93, ?",196,188,191,187,C) 191,"The series alternates between 93 and 191. Since the last number is 93, the next number = 191.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 167 and two of its numbers are 34 and 69, what is the third number?",53,56,52,64,D) 64,"Since the row total is 167, the third number = 167 - 34 - 69 = 64.",Number Puzzles,Magic Squares
"Find the next number in the series: 28, 255, 28, 255, 28, ?",255,257,251,253,A) 255,"The series alternates between 28 and 255. Since the last number is 28, the next number = 255.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 1027 and two of its numbers are 326 and 357, what is the third number?",341,366,344,386,C) 344,"Since the row total is 1027, the third number = 1027 - 326 - 357 = 344.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 1157 and two of its numbers are 356 and 369, what is the third number?",446,368,376,432,D) 432,"Since the row total is 1157, the third number = 1157 - 356 - 369 = 432.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 235 and two of its numbers are 50 and 89, what is the third number?",90,99,96,88,C) 96,"Since the row total is 235, the third number = 235 - 50 - 89 = 96.",Number Puzzles,Magic Squares
"Find the next number in the series: 491, 442, 491, 442, 491, ?",439,442,437,441,B) 442,"The series alternates between 491 and 442. Since the last number is 491, the next number = 442.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 389 and two of its numbers are 83 and 133, what is the third number?",163,199,173,188,C) 173,"Since the row total is 389, the third number = 389 - 83 - 133 = 173.",Number Puzzles,Magic Squares
"Find the next number in the series: 101, 136, 101, 136, 101, ?",132,136,138,140,B) 136,"The series alternates between 101 and 136. Since the last number is 101, the next number = 136.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 1227 and two of its numbers are 389 and 407, what is the third number?",396,375,381,431,D) 431,"Since the row total is 1227, the third number = 1227 - 389 - 407 = 431.",Number Puzzles,Magic Squares
"Find the next number in the series: 295, 244, 295, 244, 295, ?",247,242,239,244,D) 244,"The series alternates between 295 and 244. Since the last number is 295, the next number = 244.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 2543?,Prime number,Composite number,Both prime and composite,Neither prime nor composite,A) Prime number,"2543 has no divisors other than 1 and itself, so it is prime.",Number Puzzles,Prime Numbers
"Find the next number in the series: 15, 22, 29, 36, 43, ?",49,55,43,50,D) 50,Each term increases by 7 (an arithmetic progression). Next term = 43 + 7 = 50.,Number Puzzles,Number Series
"Find the next number in the series: 43, 71, 43, 71, 43, ?",71,72,73,74,A) 71,"The series alternates between 43 and 71. Since the last number is 43, the next number = 71.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 8, 11, 15, 19, 24, ?",41,30,24,39,B) 30,"The differences between consecutive terms are 3, 4, 4, 5, increasing by 1 each time. The next difference is 6, so the next term = 24 + 6 = 30.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 360 and two of its numbers are 116 and 122, what is the third number?",120,107,122,123,C) 122,"Since the row total is 360, the third number = 360 - 116 - 122 = 122.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 8, 11, 16, 21, 25, ?",25,34,30,24,C) 30,"The differences between consecutive terms are 3, 5, 5, 4, increasing by 1 each time. The next difference is 5, so the next term = 25 + 5 = 30.",Number Puzzles,Number Patterns
Which of the following best describes 2766?,Prime number,Both prime and composite,Neither prime nor composite,Composite number,D) Composite number,"2766 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
Which of the following best describes 2006?,Neither prime nor composite,Prime number,Composite number,Both prime and composite,C) Composite number,"2006 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 5, 8, 10, 14, 17, ?",15,21,28,19,B) 21,"The differences between consecutive terms are 3, 2, 4, 3, increasing by 1 each time. The next difference is 4, so the next term = 17 + 4 = 21.",Number Puzzles,Number Patterns
"Find the next number in the series: 1263, 1265, 1267, 1269, 1271, ?",1269,1273,1274,1275,B) 1273,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 1271 + 2 = 1273.",Number Puzzles,Odd & Even
"In a 3×3 magic square, if one row sums to 169 and two of its numbers are 36 and 53, what is the third number?",68,80,75,95,B) 80,"Since the row total is 169, the third number = 169 - 36 - 53 = 80.",Number Puzzles,Magic Squares
"Find the next number in the series: 225, 285, 225, 285, 225, ?",280,287,285,288,C) 285,"The series alternates between 225 and 285. Since the last number is 225, the next number = 285.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 911, 913, 915, 917, 919, ?",920,921,924,925,B) 921,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 919 + 2 = 921.",Number Puzzles,Odd & Even
"Find the missing number in the series: 15, 17, 19, ?, 23.",23,20,21,19,C) 21,"The series increases by 2 each time, so the missing number = 19 + 2 = 21.",Number Puzzles,Missing Numbers
"Find the missing number in the series: 20, ?, 36, 44, 52.",33,28,22,36,B) 28,"The series increases by 8 each time, so the missing number = 20 + 8 = 28.",Number Puzzles,Missing Numbers
"Find the next number in the series: 9, 12, 15, 18, 21, ?",24,27,23,22,A) 24,Each term increases by 3 (an arithmetic progression). Next term = 21 + 3 = 24.,Number Puzzles,Number Series
Which of the following best describes 2380?,Neither prime nor composite,Both prime and composite,Composite number,Prime number,C) Composite number,"2380 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 96, 268, 96, 268, 96, ?",272,263,265,268,D) 268,"The series alternates between 96 and 268. Since the last number is 96, the next number = 268.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 1670, 1672, 1674, 1676, 1678, ?",1683,1682,1680,1677,C) 1680,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 1678 + 2 = 1680.",Number Puzzles,Odd & Even
"In a 3×3 magic square, if one row sums to 412 and two of its numbers are 130 and 142, what is the third number?",140,160,144,168,A) 140,"Since the row total is 412, the third number = 412 - 130 - 142 = 140.",Number Puzzles,Magic Squares
"Find the next number in the series: 346, 44, 346, 44, 346, ?",43,44,41,42,B) 44,"The series alternates between 346 and 44. Since the last number is 346, the next number = 44.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 6?,Both prime and composite,Composite number,Prime number,Neither prime nor composite,B) Composite number,"6 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 1242 and two of its numbers are 392 and 436, what is the third number?",490,414,453,337,B) 414,"Since the row total is 1242, the third number = 1242 - 392 - 436 = 414.",Number Puzzles,Magic Squares
Which of the following best describes 1278?,Composite number,Neither prime nor composite,Prime number,Both prime and composite,A) Composite number,"1278 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 2, 5, 7, 10, 14, ?",20,10,18,19,D) 19,"The differences between consecutive terms are 3, 2, 3, 4, increasing by 1 each time. The next difference is 5, so the next term = 14 + 5 = 19.",Number Puzzles,Number Patterns
Which of the following best describes 627?,Composite number,Neither prime nor composite,Prime number,Both prime and composite,A) Composite number,"627 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 5, 7, 10, 13, 17, ?",14,16,22,25,C) 22,"The differences between consecutive terms are 2, 3, 3, 4, increasing by 1 each time. The next difference is 5, so the next term = 17 + 5 = 22.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 641 and two of its numbers are 199 and 231, what is the third number?",174,241,170,211,D) 211,"Since the row total is 641, the third number = 641 - 199 - 231 = 211.",Number Puzzles,Magic Squares
"Find the next number in the series: 1964, 1966, 1968, 1970, 1972, ?",1978,1972,1974,1976,C) 1974,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 1972 + 2 = 1974.",Number Puzzles,Odd & Even
"Find the next number in the series (differences increase by 1 each time): 3, 6, 7, 10, 15, ?",21,12,25,23,A) 21,"The differences between consecutive terms are 3, 1, 3, 5, increasing by 1 each time. The next difference is 6, so the next term = 15 + 6 = 21.",Number Puzzles,Number Patterns
